%
@relation cancer
@attribute BR_BR8T real
@attribute BR_BR10T real
@attribute BR_BR14T real
@attribute BR_BR16T real
@attribute BR_BR17T real
@attribute BR_BR20T real
@attribute BR_BR6T real
@attribute BR_BR15T real
@attribute BR_BR21T real
@attribute BR_BR29T real
@attribute BR_BR31T real
@attribute BR_BR32T real
@attribute BR_U1 real
@attribute BR_U16 real
@attribute BR_UX7 real
@attribute BR_UX8 real
@attribute BR_UX19 real
@attribute BR_B24T real
@attribute BR_B46T real
@attribute BR_B30T real
@attribute BR_B34T real
@attribute BR_B36T real
@attribute BR_B37T real
@attribute BR_B38T real
@attribute BR_B39T real
@attribute BR_B41T real
@attribute PR_PR29T real
@attribute PR_PR13BT real
@attribute PR_PR8T real
@attribute PR_PR21T real
@attribute PR_PR27T real
@attribute PR_PR9T real
@attribute PR_PR7T real
@attribute PR_PR19T real
@attribute PR_PR5T real
@attribute PR_PR24T real
@attribute PR_U40 real
@attribute PR_U41 real
@attribute PR_PR4 real
@attribute PR_PR3 real
@attribute PR_PR1 real
@attribute PR_PR10 real
@attribute PR_PR22 real
@attribute PR_PR12 real
@attribute PR_PR31 real
@attribute PR_PR30 real
@attribute PR_PR26 real
@attribute PR_PR16 real
@attribute PR_PR23 real
@attribute PR_PR6 real
@attribute PR_PR11 real
@attribute PR_PR17 real
@attribute LU_A_LU_A31T real
@attribute LU_A_LU_A34T real
@attribute LU_A_LU_A39T real
@attribute LU_A_LU_A8T real
@attribute LU_A_LU_A20T real
@attribute LU_A_LU_A5T real
@attribute LU_A_LU_A6T real
@attribute LU_A_LU_A17T real
@attribute LU_A_LU_A18T real
@attribute LU_S_LU_S19T real
@attribute LU_S_LU_S24T real
@attribute LU_S_LU_S25T real
@attribute LU_S_LU_S12T real
@attribute LU_S_LU_S13T real
@attribute LU_S_LU_S14T real
@attribute LU_S_LU_S11T real
@attribute LU_S_LU_S7T real
@attribute LUA_U17 real
@attribute LUA_UX4 real
@attribute LUA_LU40T real
@attribute LUA_LU44T real
@attribute LUA_LU33T real
@attribute LUS_U2 real
@attribute LUS_U19 real
@attribute LUS_LU41T real
@attribute LUS_LU30T real
@attribute LUS_LU26T real
@attribute LUS_LU36T real
@attribute CO_CO7T real
@attribute CO_CO9T real
@attribute CO_CO42T real
@attribute CO_CO15T real
@attribute CO_CO40T real
@attribute CO_CO27T real
@attribute CO_CO30T real
@attribute CO_CO32T real
@attribute CO_CO20T real
@attribute CO_CO24T real
@attribute CO_CO8T real
@attribute CO_U6 real
@attribute CO_U12 real
@attribute CO_CO14T real
@attribute CO_CO21T real
@attribute CO_CO23T real
@attribute CO_CO5T real
@attribute CO_CO43T real
@attribute CO_CO44T real
@attribute CO_CO49T real
@attribute CO_CO51T real
@attribute CO_CO56T real
@attribute CO_CO61T real
@attribute class_label real
@data
940.67,92.45,861.51,679.74,765.02,46.05,1087.26,1082.81,668.12,265.3,736.84,746.18,1080.61,499.3,861.6,1059.62,1183.11,412.3,369.55,419.72,466.06,858.65,637.28,645.89,601.57,384.78,779.69,662.6,715.28,512.8,798.13,759.21,923.66,399.99,862.46,850.94,875.3,884.42,1066.08,804.73,798,524.68,767,728.27,700.25,578.96,976.86,1201.31,405.76,649.7,492.34,875.3,514.23,945.2,787.82,686.35,767.24,745.38,820.64,1208.2,738.72,893.7,687.87,879.28,962.16,891.63,989.99,831.2,1277.59,1540.07,864.78,604.13,318.42,489,1195.93,452.08,813.24,780.11,417.9,658.26,560.82,842.23,888.08,76.99,654.03,443.18,248.32,466.82,799.71,245.75,377.41,758.9,1645.47,484.38,512.16,796.05,407.15,980.23,681.66,798.47,1023.77,813.51,883.58,0
63.425,64.105,77.33,62.425,95.63,53.18,163.68,143.725,139.37,129.85,106.225,134.53,75.88,53,33.14,40.08,91.975,51.27,70.415,127.02,59.465,110.17,172.53,94.825,102.66,148.455,127.55,129.395,150.92,199.25,105.395,115.95,226.725,131,123.135,147.315,292.58,87.815,171.515,138.955,120,123.17,144.315,135.445,223.495,168.19,188.22,85.305,119.995,144.96,121.54,292.58,43.81,88.77,137.33,76.54,84.58,41.14,52.38,41.295,68.725,45.085,47.16,44.75,71.75,24.81,59.835,105.015,64.64,88.495,182.115,60.31,80.36,90.295,67.315,42.935,49.15,108.935,88.005,101.47,59.405,32.86,22.205,42.085,83.495,23.82,73.965,100.53,37.12,55.08,42.975,80.58,20,60.67,56.31,42.935,45.595,120.805,20.485,21.47,25.38,53.37,37.48,1
156.96,144.78,353.43,377.22,101.11,319.61,132.02,178.31,140.46,269.775,168.925,139.98,163.975,145.415,134.015,55.735,113.4,364.805,130.84,136.405,276.425,147.43,259.87,130.59,196.075,126.74,94.945,113.29,164.505,174.605,104.435,127.04,71.735,75.055,95.175,93.525,194.405,81.055,80.625,85.47,33,123.17,141.315,108.945,108.205,128.87,127.99,96.245,116.135,105.255,132.87,194.405,221.65,177.54,146.62,138.255,104.215,64.225,237.17,175.775,92.96,82.155,117.665,102.29,75.88,236.975,103.845,56.47,98.47,80.4,239.37,123.12,119.28,137.465,107.29,108.58,124.12,150.1,190.935,175.64,143.48,91.5,189.165,234.56,87.47,236.84,209.225,126.405,282.655,199.145,120.975,129.03,149.185,86.11,193.895,352.06,115.145,229.83,76.27,150.815,147.075,142.315,95.105,2
20,59.31,161.6,180.34,199.22,20,20,423.61,20,175.75,52.85,20,20,20,20,671.12,401.34,196.43,45.94,55.23,341.78,245.17,266.34,56.35,20,20,692.42,489.4,547.38,731.98,931.31,1088.91,768.67,652.66,894.83,964.33,577.35,261.18,676.82,608.79,694,610.03,1089.57,919.66,1402.4,642.45,970.28,521.47,727.67,827.67,1123.73,577.35,20,20,597.84,135.3,193.32,20,20,79.42,170.09,207.39,20,112.12,89.82,20,38.57,57.46,26.26,133.82,20,211.34,21.23,20,120.96,20.73,168.8,55.22,20,90.65,20,20,20,20,232.59,20,97.22,157.26,20,20,125.18,58.14,38.15,135.04,20,110.11,20,213.14,132.52,195.23,203.79,302.9,91.82,2
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,68.09,21.15,34.94,201.35,42.16,62.51,56.55,234.03,84.38,225.82,20,371.96,63.68,20,189,38.79,502.34,107.96,20,20,20,317.61,178.3,20,32.96,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2
768.66333,522.72667,1754.09333,1014.81,1074.81667,1230.94,1166.33,1054.71333,683.66667,868.28,710.93667,1213.86333,937.34667,1152.19,465.88667,896.54333,1055.95,1089.02333,500.39333,772.8,1178.90667,994.37333,703.78,884.31,860.26,851.35667,694.97333,807.27,779.33,817.96333,757.24667,763.58333,908.65667,725.7,921.33,701.03667,645.4,590.51333,792.88333,1045.98,941.33333,704.75,801.28333,852.92,672.85,1036.00333,827.54333,714.54667,973.12333,875.51,691.81667,645.4,938.40667,510.42667,701.77667,833.82667,518.21,676.29333,986.18667,863,1011.32667,370.03667,609.74667,560.94,801.11333,539.78333,538.67333,752.93,420.47667,928.5,961.48,1084.63667,606.51333,663.16,610.76333,599.48333,587.17,684.73,789.14,613.61667,602.77,1030.62333,779.81333,730.53,622.88667,646.82,647.75,593.22333,702.13,889.8,583.86667,1169.28667,883.71333,611.91667,802.34333,591.65,389.34333,774.62,452.84667,510.84,594.71333,588.81667,498.79,2
20,186.65,88.23,58.69,31.88,27.41,34.35,33.5,26.03,29.1,68.4,30.5,20,34.66,20,27.75,20,80.95,86.89,54.12,42.86,34.56,54.99,32.51,57.49,61.6,37.4,52.36,33.97,54.53,28.74,27.22,45.03,31.7,37.28,45.55,35.17,63.04,42.11,21.99,44,22.31,34.95,21.59,20,20.85,20,53.37,28.91,22.96,67.98,35.17,20,32.28,38.2,26.66,40.28,20,33.95,28.59,20,26.05,23.82,43.28,38.2,54.31,32.64,20,47.47,87.42,20,20,30.33,49.71,30.5,35.53,36.74,50.2,55.58,30.9,59.4,60.66,31.92,50.3,20,95.31,52.83,32.85,23.33,73.09,27.09,40.8,20,20,20,32.33,71.85,20,58.16,20,47.1,25.96,49.66,2
138.68,111.64,192.33,20,20,20,20,37.82,118.22,42.54,83.94,67.54,80.46,41.07,64.33,37,20,77.71,196.76,20,21.43,41.04,22.64,39.01,20,20,43.16,20,59.2,43,71.86,20,47.13,20,20,20,20,60.34,42.11,62.98,26,20,20,20,20,20,20,60.37,20,20,20,20,79.27,20,20,40.49,20,171.26,50.44,81.53,20,24.05,20,20,70.2,20,63.3,23.78,20,20.51,20,34.89,20,92.32,20,20,33.76,20,20,30.9,20,72.8,20,20,20.87,20,20,36.83,20,36.02,31.76,20,60.65,20,20,91.93,41.45,20,20,20,20,22.12,90.89,1
20,20,20,20,20,20,32.2,20,20,85.07,106.74,20,41.76,20,82.85,20,20,20,74.91,33.14,35.36,65.88,20,100.79,39.01,34.34,42.2,36.25,39.79,68.16,34.49,31.26,87.97,93.24,52.98,38.77,82.06,40.53,42.11,74.97,44,60.13,81.89,88.33,95.45,20,64.94,29.75,63.61,34.45,95.79,82.06,54.24,78.68,79.5,56.29,157.07,67.14,135.8,80.48,111.75,112.21,20,68.85,20,51.35,137.47,45.57,80.8,20,138.5,168.48,136.46,111.6,91.51,62.19,115.18,127.51,145.13,165.85,43.29,79.88,66.65,92.39,73.55,20,49.66,20,20,245.75,32.7,20,65.54,75.35,20,49.5,20,20,37.18,79.07,35.57,20,73.08,2
20,47.1,57.005,43.22,20,98.13,36.835,45.925,80.26,54.85,56.48,32.875,34.625,149.53,73.84,48.815,59.57,67.995,52.435,50.255,56.25,59.4,116.46,53.645,45.685,35.35,55.625,63.44,51.925,123.22,71.38,68.055,46.075,52.68,52.985,68.33,120.645,22.065,65.22,29.495,41.5,93.1,62.92,87.35,71.35,58.275,44.235,64.745,91.075,99.99,92.185,120.645,61.63,20.59,36.845,69.625,108.745,23.355,46.56,55.065,37.58,74.64,52.4,102.285,102.72,59.245,47.965,54.485,54.035,43.71,75.245,94.705,118.27,50.725,69.425,104.63,70.5,108.43,87.495,52.54,90.115,31.235,81.675,83.145,39.26,81.49,95.105,93.56,92.275,82.095,70.065,40.29,70.925,107.64,90.58,107.085,38.555,104.605,91.52,91.755,61.045,84.14,47.79,1
139.76,231.13,260.73,195.28,303.82,424.32,425.03,485.21,402.39,226.12,277.74,214.6,555.07,437.69,192.01,238.44,464.05,239.61,149.82,483.78,361.06,577.83,211.35,490.92,352.11,463.55,168.79,168.17,228.07,203.44,194.5,141.16,211.54,167.83,162.88,179.3,113.32,237.77,255.74,269.91,204,150.32,236.69,184.52,272.16,165.82,331.27,159.24,214.93,245.91,196.73,113.32,232.6,282.45,273.62,180.72,163.11,68.12,219.22,175.78,230.42,88.17,205.79,60,229.18,170.82,123.63,189.22,174.72,945.41,194.11,167.48,83.9,144.06,171.45,75.02,68.51,104.42,172.92,141.13,416.84,206.26,158.65,314.11,437.35,304.98,318.06,220.97,312.88,254.23,327.9,377.41,78.26,396.31,275.17,291.95,212.79,260.28,208.79,186.44,343.18,251.94,273.6,0
1011.63,1344.03,564.1,849.41,1516.1,1656.73,1268.65,2181.83,1836.25,1307.46,689.17,1703.69,1705.96,2103.72,710.52,2475.86,1081.73,806.25,921.88,682.6,1558.9,730.12,887.45,2332.15,960.87,708.96,1277.42,1158.04,1036.52,2270.38,1614.46,1556.74,1620.08,959.41,1776.91,1979.06,973.96,781.75,1841.5,1985.33,1364,1217.15,1543.98,1275.95,1067.86,1534.11,942.99,1293.18,1212.47,1370.2,1553.24,973.96,1144.24,1130.81,1373.27,1964.25,1535.49,2006.5,1696.57,2109.32,1484.36,1145.17,651.67,1904.12,2161.76,1098,1103.72,1770.38,828.16,1236.8,981.47,1604.03,1207.97,1457.87,476.48,986.09,806.28,380.52,1142.54,735.52,735,1018.15,870.25,742.16,1036.71,650,807.31,1099.85,1701.24,772.22,1047.23,2260.37,1094.69,1640.04,935.2,872.83,985.64,1331.85,1921.03,1797.05,2723.32,1550.09,1178.73,2
165.56,20,449.1,863.28,197.23,258.76,80.5,63.76,41.22,195.9,119.18,20,140.55,20,211.5,246.66,1253.14,426.33,271.67,51.91,169.28,268.93,95.97,878.89,411.65,20,80.56,90.63,41.73,183.52,373.67,113.93,146.61,116.55,230.58,50.4,182.68,22.52,74.97,72.98,78,240.52,94.88,306.23,159.71,20,20,20,57.83,335.85,291.49,182.68,549.69,215.87,203.41,334.78,384.63,166.4,199.82,437.32,119.66,386.73,36.2,272.44,188.92,144.16,323.4,164.46,161.59,103.61,237.73,213.34,366.94,180.59,157.77,208.27,106.25,64.26,95.73,522.28,137.94,20,20,190.93,22.86,121.99,20,20,183.49,20,58.85,148.92,99.78,28.38,20,20,20,20,265.99,34.16,273.01,38.46,20,2
463.885,397.715,323.685,369.215,258.995,432.545,355.265,424.155,367.14,338.615,336.295,341.5,375.315,788.735,300.68,199.9,284.805,291.415,291.645,332.465,223.925,211.15,293.3,282.305,294.11,271.665,125.63,127.89,167.905,153.11,162.4,166.865,185.885,152.445,155.025,129.385,198.8,128.79,161.76,213.93,121.5,202.695,191.25,127.595,170.105,191.88,184.46,169.3,223.12,165.055,158.105,198.8,711.89,307.165,249.87,487.36,313.645,359.065,418.565,312.905,501.375,211.9,281.53,240.965,268.93,403.85,259.115,364.58,394.89,387.985,327.7,292.095,216.825,483.93,352.36,291.68,122.135,142.57,316.515,329.645,256.75,298.775,327.165,344.39,225.135,330.24,272.625,324.485,372.81,370.22,305.015,353.95,362.45,255.89,293.78,345.495,249.175,514.175,370.86,315.29,221.575,263.48,344.345,2
67.73,109.89,24.78,173.94,142.45,202.84,149.19,65.92,236.45,221.64,123.33,201.52,88.61,103.97,39.96,101.75,20,75.55,20,164.57,262.49,162.01,73.33,248.17,46.2,366.6,54.66,20,129.08,51.39,88.15,20,67.02,71.79,39.25,63.97,20,20,52.38,20,137,20,55.93,44.17,131.36,71.07,85.64,20,20,105.25,20,20,119.95,37.32,58.85,128.38,156.07,162.5,219.22,20,82.08,20,20,77.7,199.25,103.68,20,20,160.58,123.03,20,20,107.15,20,54.7,125.36,20,20,20,20,120.82,63.7,35.67,20,20,34.31,267.34,20,28.64,30.72,70.06,20,107.61,20,20,20,67.24,44.2,46.71,79.07,20,20,22.49,0
20,20,20,39.48,28.89,20,20,20,20,21.27,48.71,20,20,20,20,20,20,41.01,102.88,195.5,76.07,75.6,20,20,20,86.85,22.06,20,20,20,29.7,20,20,20,51.02,20,20,20,20,20,20,20,23.97,20,34.97,20,20,20,20,20,60.77,20,20,20,20,20,21.14,20,20,20,20,20,20,20,20,21.72,20,25.76,65.65,32.38,20,20,20,20,20,20,38.73,20,20,22.66,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,34.62,20,0
594.5,420.39,583.93,772.58,196.24,440.77,569.93,512.23,394.8,622.39,540.97,569.71,370.73,1473.5,745.61,525.18,545.57,526.7,161.8,320.31,528.2,434.18,473.38,611.21,277.17,269.65,185.09,190.32,243.6,317.75,183,189.55,325.69,191.14,338.51,200.62,220.78,244.97,293.74,237.92,211,314.23,253.67,188.45,204.12,275.74,271.98,275.61,258.3,218.16,271.92,220.78,555.95,301.62,338.67,357.5,354.42,382.42,713.94,223.43,338.21,268.51,234.37,299.98,306.61,593.43,554.83,327.92,301.98,304.34,825.53,375.83,20,181.6,458.6,368.18,270.09,325.3,329.38,333.76,491.34,414.54,273.18,180.66,424.43,338.34,483.96,545.45,420.01,502.1,447.48,470.23,371.75,239.74,330.01,473.79,81.98,261.26,293.64,341.64,290.31,214.44,311.08,0
20,20,20,20,81.68,20,20,161.02,20,244.03,36.27,43.57,20,20,20,57.55,26.13,20,20,53.02,60,54,20,70.44,20,20,20,33.23,20,20,23,20,157.09,20,55.93,20,20,20,85.25,94.97,130,20,20,20,27.41,20,20,20,20,20,61.8,20,20,20,39.24,20,34.23,20,20,20,48.46,20,20,20,20,20,20,20,20,22.66,20,73.77,32.35,66.96,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,97.92,20,20,20,20,20,20,20,20,20,20,20,2
504.2,542.78667,380.36333,626.03,288.54333,849.37667,350.61333,405.60333,477.23,555.59333,561.01,255.99,301.81,404.56333,308.31667,211.19,340.02,426.32667,595.27333,809.98333,205.35333,429.86333,354.04667,312.83,344.24,519.76667,82.79667,80.84667,166.15667,96.15333,115.93667,161.99333,140.68,139.06333,75.55,75.15667,113.8,164.87667,102.36333,191.27333,144.66667,155.37667,124.50333,137.86,189.94667,271.35333,154.02667,118.07667,206.49667,108.73,101.62667,113.8,675.61333,239.41,140.55,268.94667,282.59667,292.25,332.59333,220.25,575.54667,229.75667,255.33,131.57667,132.96,124.49667,138.13,214.65333,132.64333,243.19,143.22333,235.95667,168.74,210.24667,259.80333,170.85333,153.29667,120.45333,220.07667,158.64,313.75667,174.24333,305.41667,108.63333,281.95667,161.06667,95.07333,164.59333,121.92,267.25,188.08333,322.66667,205.91,193.75,268.97,194.97333,151.68333,197.53667,142.37333,122.01333,210.84333,242,303.89667,2
158.03,85.47,253.79,156.86,101.6,195.17,96.6,79.97,28.2,114.18,200.02,94.77,120.18,196.38,20,77.08,20,133.83,95.88,212.07,110.35,112.33,124.01,138.72,87.26,176.73,159.2,162.13,183.43,116.4,182.05,196.61,190.6,102.56,171.71,103.7,84.99,20,99.62,83.97,262,238.58,153.8,123.67,132.3,162.98,280.45,232.74,67.47,20,164.8,84.99,70.93,208.81,102.22,108.63,100.69,158.61,95.06,133.42,119.66,79.15,224.84,298.01,243.64,208.34,253.18,145.63,430.24,157.57,173.39,92.71,105.13,99.42,439.67,331.66,168.8,257.02,260.42,26.78,220.5,212.33,362.37,34.9,142.14,149.63,156.39,201.06,159.09,45.55,127.98,51,102.72,67.52,168.43,230.33,66.32,205.28,143,179.61,173.99,189.43,129.3,1
352.62,332.3,218.1,329.73,492.08,609.62,354.19,758.62,382.87,901.12,214.52,269.06,225.09,657.17,166.67,189.11,296.82,316.24,279.66,261.77,310.71,200.89,267.42,675.15,344.93,207.03,92.07,140.98,173.72,183.52,143.72,171.4,157.09,154.77,94.19,141.5,151.42,205.34,135.57,117.96,101,238.58,159.79,139.37,126.63,137.4,109.17,195.99,160.96,143.53,138.02,151.42,305.62,148.29,131.13,132.33,172.18,189.75,308.47,207.54,212.62,158.3,111.47,124.91,144.53,273.51,224.5,117.89,113.12,156.49,241.01,167.48,163.76,211.02,153.57,152.01,130.08,205.82,243.95,256.5,319.17,244.68,193.39,394.18,149.1,287.83,320.18,152.29,379.7,335.79,152.27,148.92,221.09,104.7,104.78,152.54,247.79,118.85,144.91,57.59,49.03,125.01,83.39,2
60.2,72.39,37.67,55.49,52.79,115.13,52.59,78.89,152.93,90.67,69.44,86.06,61.11,137.34,65.3,40.08,108.7,43.17,99.88,159.05,49.28,27,70.09,54.19,20,21.21,37.4,84.59,61.14,79.7,20,20,36.65,55.94,56.91,20,43.96,27.92,38,30.99,33,20,27.96,47.11,34.97,40.75,20,35,61.68,71.76,55.62,43.96,102.22,31.27,38.2,28.64,34.23,20,81.48,60.36,20,41.08,20,20,36.13,54.31,52.42,24.77,26.26,35.61,37.08,66.79,40.43,107.54,38.92,25.66,23.83,37.15,78.23,41.21,97.66,65.72,75.1,143.71,53.67,115.32,107.78,20,114.55,54.02,51.38,72.42,64.57,65.56,78.34,56.57,20,83.49,47.67,61.5,56.72,31.73,21.55,0
312.84,233.74,234.96,188.88,193.25,269.73,269.4,354.45,207.16,184.7,255.98,264.7,188.42,684.13,158.87,116.14,150.5,323.79,201.76,152.42,141.43,194.41,171.45,334.87,170.41,122.2,58.5,57.4,128.11,109.06,58.45,102.84,109.96,82.05,79.48,69.78,84.99,190.93,142.76,83.97,72,151.29,71.91,70.67,56.7,99.49,79.99,53.37,65.54,125.35,78.28,84.99,75.1,187.63,184.82,130.36,157.07,91.47,383.16,101.65,130.54,79.15,96.23,84.58,117.69,190.57,186.92,116.9,92.92,582.79,278.08,120.63,81.88,185.66,172.5,111.54,96.32,173.69,238.8,157.61,257.75,223.45,241.27,433.18,165.99,245.89,338.14,44.79,555.77,397.23,127.98,222.37,134.02,215.28,337.85,307.11,175.02,301.53,100.1,237.2,577.73,133.66,177.09,1
20,40.99,88.23,44.82,32.87,203.94,82.64,78.89,59.65,42.54,38.34,33.77,32.59,60.33,56.53,28.78,65.84,37.78,76.91,58.54,34.28,48.6,53.92,57.44,42.09,37.37,84.39,76.53,77.64,77.6,59.4,68.56,67.02,54.08,55.93,41.67,91.83,99.97,54.43,36.99,47,64.01,69.91,61.83,64.26,63.49,99.76,35.87,85.78,53.58,58.71,91.83,160.63,75.66,49.56,87.89,76.52,55.47,85.36,50.83,62.3,63.12,49.54,78.68,29.94,34.56,44.51,27.74,59.59,66.91,20,110.66,51.55,60.87,48.38,39.48,32.77,42.17,20,37.08,65.45,29.32,31.92,53.38,46.72,97.21,43.32,69.67,94.4,113.34,20,55.08,63.59,55.78,82.26,58.59,28.56,40.27,40.04,51.73,52.87,37.5,40.29,0
543.98,415.16,772.29,670.14,473.16,743.39,430.4,432.26,592.2,624.63,481.9,543.57,449.15,1193.69,320.66,279.55,423.29,660.54,489.41,490.41,410.35,212.77,482.01,590.62,423.97,423.15,294.42,335.33,303.77,374.38,254.86,266.18,387.48,264.79,260.01,388.64,390.76,464.73,323.52,345.88,299,261.86,265.65,276.78,306.18,307.96,363.27,383.23,315.16,437.28,164.8,390.76,352.55,404.51,341.77,288.37,248.7,115.8,417.11,342.02,414.35,287.55,196.26,330.47,261.19,446.31,355.05,285.32,65.65,549.33,435.12,350.91,323.47,329.72,334.48,287.24,293.92,437.74,331.44,229.72,462.15,405.44,513.51,502.99,354.85,446.04,589.63,534.5,552.58,592.14,287.73,353.95,315.01,302.37,338.83,478.84,441.23,407.61,370.86,388.5,428.73,361.56,364.49,2
126.86,38.38,178.45,154.73,205.2,20,152.41,332.84,81.35,284.33,167.89,288.67,56.02,20,20,218.91,131.69,273.07,316.62,183.35,130.71,303.5,449.66,293.69,277.17,127.25,205.23,252.75,176.64,299.92,181.09,225.85,149.76,196.73,175.63,189.96,223.71,132.39,194.11,70.98,136,168.75,259.66,189.43,233.42,96.65,146.81,123.37,184.09,141.61,331.66,223.71,20,156.36,249.87,154.06,274.88,196.56,21.34,65.65,32.63,162.31,74.31,110.16,154.85,33.57,174.06,124.83,157.55,226.64,138.5,98.69,222.39,190.73,105.18,116.48,71.49,104.42,119.4,182.33,110.75,101.11,104.2,27.72,206.75,63.86,123.63,212.01,89.09,87.92,176.56,129.54,79.24,111.55,120.45,116.18,67.24,157.15,229.76,110.3,138.43,175.01,85.27,0
1023.45,1030.92,496.68,909.17,620.58,1124.95,744.88,802.92,765.74,1154.1,706.79,1023.96,839.23,1451.68,834.31,521.07,821.49,1310.28,665.19,567.73,879.62,708.52,661.01,1245.19,816.12,801.87,913.95,909.31,690.04,683.74,729.14,746.11,875.49,1111.39,663.28,1041.86,887.02,780.85,1155.43,736.75,763,791.39,1105.55,867.64,872.25,1194.88,990.04,667.59,1160.42,1086.97,653.02,887.02,554.91,1313.39,675.28,465.14,574.93,743.44,803.18,686.16,982.98,602.14,524,447.51,681.36,828.43,780.32,469.59,1047.32,1125.64,690.3,830.43,629.76,624.95,614.27,634.69,1115.1,605.41,796.69,676.8,918.25,1415.51,859.92,992.63,649.06,439.37,725.94,801.25,1092.44,793.41,646.46,1059.8,820.78,725.1,1287.73,1068.81,754.43,542.17,1025.82,1066.91,820.94,687.54,1111.26,1
1270.71,281.71,442.16,522.88,607.63,787.25,1284.75,854.79,408.9,799.25,533.72,1168.84,663.03,426.13,521.44,436.8,631.27,737.17,408.5,632.89,604.27,586.47,801.19,583.04,595.41,409.01,884.22,625.34,559.99,583.06,653.45,541.43,651.38,562.22,709.39,373.13,534.36,452.12,402.6,817.72,705,540.2,553.28,660.55,412.97,527.79,369.85,524.97,493.47,706.15,382.13,534.36,1189.09,473.1,474.96,421.69,499.41,2121.32,672.22,874.65,713,543.03,455.4,575.37,1363.75,227.1,1238.23,337.83,969.56,880.65,709.93,766.62,1008.83,1137.28,503.83,475.77,427.97,511.04,1122.98,762.3,334.28,564.18,453.43,424.97,385.66,470.82,477.62,418.04,394.55,516.93,356.86,479.41,662.29,561.68,357.43,553.6,284.64,504.85,831.33,542.73,464.3,486.57,464.74,0
192.43,164.84,157.63,110.98,67.74,328.93,163.14,279.89,154.02,141.04,124.36,265.79,87.59,508.28,118.91,163.41,126.46,157.58,68.92,122.6,100.71,84.24,116.46,67.19,274.09,77.76,116.04,105.73,88.32,96.48,95.81,72.59,117.29,67.13,135.4,57.18,20,96.37,120.16,110.96,108,74.68,54.93,115.82,101.12,24.64,409.38,63.87,156.14,115.78,58.71,20,184.62,513.45,230.25,222.2,127.87,270.52,229.9,65.65,271.95,706.34,415.39,264.57,145.56,111.58,281.87,237.77,72.72,32.38,186.48,272.16,130.4,104.5,167.24,1051.24,184.69,136.54,79.26,121.56,431.94,298.27,1059.88,151.92,413.49,347.87,374.07,336.43,253.49,231.98,271.85,289.69,444.14,229.96,286.92,467.73,116.99,712.09,165.89,243.06,449.88,324.06,314.83,2
56.225,38.78,20,38.81,50.345,86.62,80.3,53.765,155.34,97.315,87.21,76.995,121.2,168.515,20,78.345,30.905,44,112.375,54.735,106.425,114.225,365.305,83.15,166.55,64.03,20,20,20,29.4,32.515,31.175,35.655,20,20,20,34.19,27.11,20.27,20,29,28.425,25.965,20,20,47.43,23.055,20,31.205,28.18,27.51,34.19,72.585,122.98,85.375,109.25,268.265,145.475,293.245,152.42,114.71,195.855,65.735,243.59,128.72,88.5,132.635,202.69,83.22,142.745,83.065,173.495,28.7,86.595,73.11,131.41,119.72,94.84,70.215,98.59,95.585,173.905,102,66.46,51.745,20,67.06,54.295,68.94,20.065,53.905,84.15,57.935,43.27,58.475,49.5,22.435,47.815,61.96,20,20,49.905,87.3,0
249.41,232,215.13,392.69,504.04,380.47,397.12,833.18,458.79,351.49,344.07,600.21,516.37,1037.1,303.12,469.68,431.65,334.59,219.73,512.5,276.42,329.42,386.04,502.84,313.1,227.23,399.91,354.46,287.28,426.81,462.78,347.85,366.53,357.1,419.94,327.58,440.58,247.67,519.69,465.84,367,308.41,411.46,399.47,286.34,532.53,484.67,382.35,436.6,477.46,292.52,440.58,789.6,587.09,479.09,358.48,409.8,394.1,607.23,550.63,398.53,432.82,352.51,566.52,321.06,335.72,644.83,320.99,451.45,485.66,434.03,527.37,283.04,442.33,406.01,447.15,426.97,426.7,523.92,440.9,456.1,421.62,424.33,456.79,227.62,287.83,303.27,325.48,422.13,474.56,330.7,529.39,352.18,374.78,219.36,295.99,282.8,505.83,315.56,323.1,279.73,254.82,450.69,2
318.22,1046.62,865.48,675.47,802.87,1053.68,1002.47,858.03,904.57,1063.43,810.42,1098.03,841.27,2242.34,456.14,695.79,590.51,1011.31,797.03,913.44,1044.62,997.97,1271.33,800.86,933.15,925.08,880.38,837.81,1040.4,1399.98,1254.2,1131.26,809.52,940.76,1002.76,1241.52,1464.37,894.33,884.29,857.71,773,868.98,632.17,1278.89,995.1,881.24,1442.71,1187.31,1018.74,616.21,716.88,1464.37,618.53,885.68,1345.39,619.2,860.88,644.18,1273.64,850.29,684.33,710.35,639.28,589.14,383.01,1106.88,663.62,702.41,478.72,1347.96,908.41,964.01,868.32,876.55,713.14,403.71,627.55,566.26,818.3,566.57,1263.6,970.63,1047.68,1678.33,962.16,1296.18,1306.06,1109.81,1695.93,1139.79,676.35,636.49,966.54,989.31,246.77,850.61,1096.18,1117.73,899.02,1059.1,961.29,1068.33,917.31,0
