%
@relation cancer
@attribute BR_BR8T real
@attribute BR_BR10T real
@attribute BR_BR14T real
@attribute BR_BR16T real
@attribute BR_BR17T real
@attribute BR_BR20T real
@attribute BR_BR6T real
@attribute BR_BR15T real
@attribute BR_BR21T real
@attribute BR_BR29T real
@attribute BR_BR31T real
@attribute BR_BR32T real
@attribute BR_U1 real
@attribute BR_U16 real
@attribute BR_UX7 real
@attribute BR_UX8 real
@attribute BR_UX19 real
@attribute BR_B24T real
@attribute BR_B46T real
@attribute BR_B30T real
@attribute BR_B34T real
@attribute BR_B36T real
@attribute BR_B37T real
@attribute BR_B38T real
@attribute BR_B39T real
@attribute BR_B41T real
@attribute PR_PR29T real
@attribute PR_PR13BT real
@attribute PR_PR8T real
@attribute PR_PR21T real
@attribute PR_PR27T real
@attribute PR_PR9T real
@attribute PR_PR7T real
@attribute PR_PR19T real
@attribute PR_PR5T real
@attribute PR_PR24T real
@attribute PR_U40 real
@attribute PR_U41 real
@attribute PR_PR4 real
@attribute PR_PR3 real
@attribute PR_PR1 real
@attribute PR_PR10 real
@attribute PR_PR22 real
@attribute PR_PR12 real
@attribute PR_PR31 real
@attribute PR_PR30 real
@attribute PR_PR26 real
@attribute PR_PR16 real
@attribute PR_PR23 real
@attribute PR_PR6 real
@attribute PR_PR11 real
@attribute PR_PR17 real
@attribute LU_A_LU_A31T real
@attribute LU_A_LU_A34T real
@attribute LU_A_LU_A39T real
@attribute LU_A_LU_A8T real
@attribute LU_A_LU_A20T real
@attribute LU_A_LU_A5T real
@attribute LU_A_LU_A6T real
@attribute LU_A_LU_A17T real
@attribute LU_A_LU_A18T real
@attribute LU_S_LU_S19T real
@attribute LU_S_LU_S24T real
@attribute LU_S_LU_S25T real
@attribute LU_S_LU_S12T real
@attribute LU_S_LU_S13T real
@attribute LU_S_LU_S14T real
@attribute LU_S_LU_S11T real
@attribute LU_S_LU_S7T real
@attribute LUA_U17 real
@attribute LUA_UX4 real
@attribute LUA_LU40T real
@attribute LUA_LU44T real
@attribute LUA_LU33T real
@attribute LUS_U2 real
@attribute LUS_U19 real
@attribute LUS_LU41T real
@attribute LUS_LU30T real
@attribute LUS_LU26T real
@attribute LUS_LU36T real
@attribute CO_CO7T real
@attribute CO_CO9T real
@attribute CO_CO42T real
@attribute CO_CO15T real
@attribute CO_CO40T real
@attribute CO_CO27T real
@attribute CO_CO30T real
@attribute CO_CO32T real
@attribute CO_CO20T real
@attribute CO_CO24T real
@attribute CO_CO8T real
@attribute CO_U6 real
@attribute CO_U12 real
@attribute CO_CO14T real
@attribute CO_CO21T real
@attribute CO_CO23T real
@attribute CO_CO5T real
@attribute CO_CO43T real
@attribute CO_CO44T real
@attribute CO_CO49T real
@attribute CO_CO51T real
@attribute CO_CO56T real
@attribute CO_CO61T real
@attribute class_label real
@data
169.86,97.68,280.56,199.55,90.65,263.15,125.58,77.81,251.63,231.72,207.27,147.06,188.42,139.91,359.65,113.05,229.93,213.7,205.75,162.37,191.78,81,222.13,214.58,197.1,57.56,46.03,82.57,230.99,143.67,63.24,197.62,50.27,34.5,30.42,60.09,197.33,217.95,62.65,48.98,32,207.55,60.92,74.59,52.92,212.25,73.41,114.62,209.15,61.24,62.83,197.33,238.86,207.8,43.37,168.87,148.01,151.8,158.11,225.54,159.21,25.05,191.5,155.4,206.47,83.93,153.3,112.94,63.63,203.98,232.28,239.26,97.04,253.63,171.45,83.9,198.59,228.91,193.51,167.91,205.4,251.76,99.51,283.31,160.03,325.95,236.7,95.55,202.58,132.41,229.81,188.7,225.98,216.26,261.46,239.42,330.7,106.08,95.34,210.84,91.32,84.62,75.9,1
185.98,34.02,166.55,280.65,166.35,366.21,141.68,206.4,236.45,216.04,75.65,138.34,258.7,571.17,20,137.72,73.16,35.62,41.95,110.45,122.14,115.57,101.36,148.47,51.33,155.53,20,20,20,20,20,20,20,20,20,20,20,49.53,20,86.97,34,37.82,20,20,20,20,20,20,53.01,20,20,20,20,20,34.07,207.39,82.56,141.1,450.09,20,50.43,27.05,34.3,20,75.36,216.24,77.14,85.2,871.59,127.35,63.25,578.21,20,33.48,339.74,68.11,59.58,20,144.1,156.58,121.83,68.75,106.08,224.8,164.01,59.09,152.16,20,230.15,215.04,124.25,125.46,64.57,20,20,154.56,87.51,20,20,51.73,74.98,20,58.09,2
557.95,681.17,481.81,404.43,244.05,225.87,360.63,631.1,374.19,252.98,689.17,357.3,393.14,20,375.24,426.52,437.92,116.57,362.56,296.01,610.7,507.63,424.85,521.27,492.75,424.16,822.84,618.29,631.81,486.59,617.04,500.09,569.7,637.74,662.3,623.18,251.06,269.29,591.58,612.79,505,149.36,800.95,735.14,472.51,482.31,369.85,770.83,562.86,767.39,601.52,251.06,44.85,332.89,995.36,249.85,684.68,181.97,20,331.43,122.62,487.93,146.72,1256.96,618.38,372.25,391.64,423.03,1741.16,357.23,256.27,102.68,729.83,202.9,146.2,217.16,693.09,270.08,452.9,336.85,173.18,927.16,820.49,147.82,753.43,444.13,418.45,577.3,511.22,187.49,419.45,792.56,812.95,1574.48,940.09,650.58,800.49,983.17,1290.86,1362.67,1680.33,1360.66,1238.69,0
403.6825,221.9575,690.2525,820.865,669.645,954.18,602.9325,750.2425,386.9375,1150.465,375.6775,538.395,728.725,118.5925,887.4225,367.935,1174.49,742.295,295.6375,660.7825,368.2925,559.4675,326.9975,823.35,441.425,430.475,594.115,525.9,562.4175,563.6625,424.2175,670.24,562.105,475.2775,434.42,605.4925,413.47,665.795,578.9975,658.03,459.75,568.0825,631.175,517.25,576.695,592.465,726.295,419.32,584.55,421.7275,618.2575,413.47,764.04,1378.9575,3536.16,675.98,391.1725,830.2825,592.44,858.5,913.01,647.73,609.9875,252.03,704.0675,136.015,483.87,247.425,609.2575,611.385,738.285,645.5,394.2325,560.27,574.5625,510.565,513.8575,423.185,350.4825,534.3825,746.3275,752.75,579.46,661.325,694.2875,541.11,625.825,708.435,554.175,941.705,535.525,632.4125,642.24,356.19,603.47,796.56,375.37,658.5575,449.2725,398.015,606.33,482.2425,453.9675,0
174.16,75.01,186.38,237.96,94.63,326.74,83.72,244.23,92.19,111.94,133.69,147.06,98.79,21.82,347.95,30.83,84.66,207.23,245.7,77.32,99.64,278.66,193.02,121.38,279.23,472.64,25.89,50.35,40.76,49.29,32.58,91.75,89.02,61.54,38.27,27.14,36.15,28.82,72.92,40.99,51,71.77,73.9,55.95,29.3,39.8,38.59,29.75,47.23,90.9,42.23,36.15,304.57,368.19,116.68,711.04,101.69,110.93,162.96,505.09,253.16,164.31,190.55,140.65,326.23,74.06,343.18,155.54,117.15,173.76,569.25,161.5,208.24,284.07,84.15,562.63,75.47,101.4,123.52,181.3,165.12,104.14,142.69,119.07,72.56,257.33,90.88,214,144.24,137.71,41.1,159.12,90.98,72.41,54.84,122.24,154.75,155.19,99.15,42.95,20.19,180.78,86.2,1
697.71,477.95,942.81,481.26,956.28,646.9,1155.96,540.32,659.45,442.16,927.53,645.96,681.37,125.79,773.88,553.96,874.79,1089.03,511.38,649.46,823.91,807.88,1220.65,875.64,824.33,798.84,774.89,772.36,773.51,852.57,701.36,814.67,538.28,762.68,644.63,841.25,732.67,1013.21,798.02,996.66,788,658.52,615.19,704.71,603.86,676.56,510.08,785.71,999.47,708.06,770.44,732.67,840.71,722.26,987.1,379.22,911.22,475.84,717.82,1139.37,715.97,550.04,721.22,1047.46,794.92,218.22,616.15,1017.45,917.04,941.09,538.72,638.02,775.32,642.19,678.43,602.12,720.89,693.76,659.79,523.31,1169.96,1063.65,721.92,1083.99,1063.55,1177.05,1335.65,937.61,1077.59,833.66,443.74,1147.53,1096.65,799.47,839.23,827.37,879.71,853.52,816.08,985.89,1133.36,939.48,987.58,0
188.13,397.71,505.61,301.99,160.38,556.99,359.56,383.63,463.13,323.51,230.07,349.67,293.32,953.67,279.73,271.33,305.18,441.44,263.68,230.85,238.92,226.81,375.25,286.1,297.7,245.41,84.39,161.12,282.42,305.16,135.1,261.14,210.49,242.42,94.19,107.58,254.97,307.12,206.44,202.93,73,252.16,310.59,200.23,189.95,301.33,319.98,266.86,248.66,246.86,229.69,254.97,527.79,216.88,169.34,185.66,202.38,217.97,378.31,274.25,274.92,258.49,218.18,207.53,187.89,368.3,240.33,155.54,152.5,304.34,382.77,439.64,251.7,599.58,228.25,291.19,241.29,315.26,463.19,394.54,383.61,289.17,371.76,525.57,252.47,319.28,371.95,333.44,537.74,476.68,285.86,291.73,180.98,287.69,474.94,334.38,367.54,280.91,265.04,159.11,347.02,203.86,222.07,2
386.88,307.27667,396.61333,273.17667,154.75667,443.78,185.91,340.04333,323.37333,317.11333,230.51667,280.45,290.14333,913.27333,273.88,202.62667,342.16,413.56667,249.69667,213.95,234.28,151.75333,234.19,276.15,284.36,222.45333,114.07667,121.46333,176.70667,185.99,140.48667,202.94,165.84667,178.53667,109.81667,164.20333,142.78,202.16667,163.46333,144.62,86.66667,199.34333,152.14,124.77333,140.86,180.07,139.36,166.49333,153.48667,189.74333,147.77667,142.78,266.73667,178.49,220.96333,204.09333,193.61,402.53333,362.78667,320.49,181.04333,167.31667,132.74667,126,91.88,371.67667,227.54333,122.24667,175.66333,204.88667,301.11,221.33667,248.67,295.90333,209.31333,205.97,189.98333,207.13333,320.26333,326.55333,311.74333,298.53333,205.37667,438.82333,178.62333,321.49667,313.46,172.22333,413.23667,374.94667,181.67333,262.14333,305.36667,179.68667,195.01,314.78333,260.6,158.25,170.64667,142.83333,166.82,138.34,170.95,2
132.77,124.285,41.725,95.37,302.82,156.245,364.39,465.22,447.405,40.3,300.54,130.175,556.095,106.265,225.635,120.245,388.795,349.7,114.36,50.315,27.14,423.38,63.08,169.6,207.88,102,1053.49,792.5,937.04,486.585,480.025,404.31,722.07,389.265,698.11,349.875,804.47,759.685,469.36,583.305,857,685.19,989.705,914.755,1145.355,910.615,639.475,670.21,769.6,974.065,974.895,804.47,297.275,154.84,85.7,356.015,57.395,250.84,62.38,288.02,269.97,353.17,488.75,546.84,152.275,23.33,163.68,475.535,97.965,131.125,124.32,93.24,142.025,352.55,336.585,331.165,337.11,500.495,249.095,613.445,296.015,216.37,183.06,392.125,560.6,377.415,211.34,282.68,368.565,311.43,312.955,316.715,68.695,297.965,224.74,276.295,99.35,151.26,277.905,163.505,1627.455,215.395,214.57,2
235.44,216.3,271.64,321.2,222.14,275.21,198.56,269.08,218.01,182.46,340.96,84.97,312.68,489.03,254.39,105.86,108.7,218.02,277.66,231.95,215.35,144.73,193.02,223.24,252.54,206.02,180.3,265.84,230.01,285.24,156.18,270.21,253.43,189.27,168.76,128.9,244.22,339.54,338.93,108.96,170,280.28,334.56,161.95,189,187.62,223.98,381.48,239.99,183.71,289.43,244.22,213.83,313.72,288.08,193.56,340.32,184.89,294.89,240.37,166.14,208.4,145.77,95.4,215.76,361.39,352.08,127.8,98.98,264.41,187.57,190.41,230.47,164.35,226.14,260.59,61.56,240.96,382.9,98.89,225.54,342.76,254.41,240.2,156.05,316.42,280.02,184.14,283.19,312.49,174.69,369.25,325.77,97.85,189.98,213.16,201.73,215.1,199.25,160.08,165.34,150.01,249.24,0
73.1,78.5,104.1,84.3,91.64,185.3,99.82,48.63,79.18,71.64,51.82,56.64,47.87,91.13,65.3,53.44,141.1,45.33,39.95,60.75,43.93,46.44,34.51,42.26,20,77.76,99.74,113.79,139.76,65.02,75.69,111.92,106.82,77.39,121.67,94.98,86.94,81.06,74.97,98.97,139,95.04,76.9,120.72,76.55,96.65,79.05,100.62,104.09,104.3,105.06,86.94,61.54,20,20,20,20,20,65.96,59.3,55.38,77.15,32.39,20,33.04,38.51,24.73,37.65,44.44,49.64,45.8,76.76,62.67,85.22,27.35,31.59,33.76,20.08,22.64,70.05,60.41,20,20.65,96.49,53.67,31.45,38.04,33.84,42.42,57.2,28.03,38.76,50.87,89.05,135.14,53.54,35.93,54.02,50.53,31.24,45.18,35.58,33.73,0
43,20,20,20,20,20,59.03,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,38.75,20,20,20,20,24.32,20,20,20,20,20,20,20,20,20,20,20,20,20,20,359.86,20,20,55.3,44.3,99.25,20,20,20,20,20,20,20,20,20,32.69,50.5,20,20,34.89,20.22,20,20,20,20,20,20,20,20,20,40.37,20,20,20,20,20,20,29.66,20.55,39.78,20,20,20,20,20,20,20,20,20,20,20,2
148.36,20,20,49.09,258.99,87.72,358.49,208.57,209.33,283.21,107.78,96.95,158.88,20,248.54,1060.64,117.06,28.06,20,57.44,20,253.81,224.29,137.63,171.44,33.33,623.37,680.72,524.08,491.83,378.46,323.65,356.06,223.77,315.94,280.09,64.48,154.01,769.26,309.9,560,297.74,352.54,413.21,262.71,242.58,78.11,420.85,236.13,489.9,143.17,64.48,84.49,185.61,1048.02,122.46,65.45,123.58,20,184.25,59.33,79.15,576.4,613.72,201.31,25.67,25.71,368.54,188.86,20,286.81,20,119.28,58.84,249.28,257.63,114.19,232.93,20,23.69,20,238.61,20,20,20,40.03,319.12,20,20,20,104.63,327.43,216.2,154.61,491.59,449.55,20,276.98,79.13,548.58,485.45,266.36,67.46,0
158.03,830.32,313.28,201.68,225.12,124.99,124.5,373.9,365.52,214.92,268.41,197.17,432.86,189.96,338.21,181.91,244.57,119.8,287.65,663.82,593.56,88.56,334.28,402.06,127.29,501.93,253.18,278.94,274.66,174.08,279.78,259.12,304.75,219.11,217.82,284.94,329.21,351.25,184.87,248.92,264,209.49,326.57,216.91,185.22,355.34,421.61,242.36,352.75,160.75,214.24,329.21,288.93,277.41,161.07,284.42,273.87,63.25,106.7,200.13,302.61,157.3,195.31,201.62,153.82,81.95,90,150.59,139.37,317.29,131.95,205.36,186,171.45,42.07,193.47,153.91,209.84,271.74,115.38,281.92,461.05,439.35,345.93,468.16,395.53,297.99,428.99,515.46,157.83,425.06,694.64,277.83,565.6,731.51,615.22,222.92,617.8,344.16,414.85,322.99,466.37,371.05,2
58.05,111.64,20,66.16,20,48.24,20,37.82,20,115.3,38.34,20,20,78.3,22.42,39.05,28.22,22.67,40.95,47.49,41.78,23.76,63.62,20,40.04,53.53,100.7,194.35,163.05,70.26,116.89,156.28,114.15,156.64,99.1,87.23,81.08,30.62,120.16,121.96,91,201.73,152.8,171.76,85.05,151.61,79.99,125.12,197.58,173.19,77.25,81.08,20,30.26,26.85,20,27.19,20.43,24.25,20,52.41,87.17,20,28.52,20,20,34.62,20,20,56.12,153.76,74.77,571.13,20,20,20,36.74,20,20,32.96,60.41,31.34,146.45,61.59,76.54,29.55,47.55,89.58,20,20,83.14,41.82,86.09,34.25,78.34,55.56,52.51,20,96.29,82.97,66.33,139.43,91.82,1
20,26.17,20,20,24.9,20,70.84,36.74,20,20,20,20,83.52,327.3,20,25.69,20,20,20,20,20,20,20,20,20,20,25.89,20,20,29.36,20,20,20,20,26.49,39.74,20,20,20,40.99,20,20,20,20,20,53.06,36.7,20,20,28.71,20,20,20,27.24,20,35.55,32.22,99.25,73.72,20,23.73,20,21.91,20,20,37.52,20,20,20,20,51.25,20,20,95.37,41.02,26.65,20,52.21,63.82,28.84,20,47.52,20,56.46,20,62.9,129.97,20,33.94,81.57,37.37,20,20,20,46.03,66.67,94.88,20,20,32.21,37.49,20,20,2
31.18,207.58,111.04,20,20,195.17,154.56,20,211.5,155.6,37.31,77.34,20,447.96,20,22.61,24.04,47.49,32.96,30.93,20,36.72,153.12,41.18,148.85,41.41,20,20,101.91,72.36,56.53,33.27,77.5,34.5,45.13,56.21,57.64,188.23,42.11,75.97,20,87.29,34.95,40.24,36.86,36.01,33.88,75.25,20,38.27,27.81,57.64,21.9,20,20,20.74,20,20,77.6,236.13,54.39,43.08,62.88,52.13,22.71,165.88,56.37,20,20,53.96,131.95,114.64,27.29,92.32,31.55,20.73,72.49,135.54,141.02,45.33,206.4,123.35,76.04,346.96,102.38,160.12,145.82,52.75,308.64,189.61,99.96,20,71.41,60.67,60.71,31.32,168.57,53.04,49.57,20,41.34,34.62,25.3,1
92.45,58.44,113.02,192.08,34.86,81.14,20,46.47,20,69.4,58.04,54.47,55,20,67.25,57.55,76.3,68,46.94,53.02,69.64,90.72,45.29,132.21,129.35,94.93,73.84,39.27,20,33.56,23,36.3,96.35,77.39,90.27,68.81,33.21,63.94,78.06,91.97,77,39.76,54.93,51.04,94.5,80.54,40.47,20,50.12,70.81,67.98,33.21,23.99,20,64.02,72.09,76.52,77.85,118.34,70.95,151.3,73.14,80.98,72.78,106.33,28.63,69.23,64.4,139.37,78.78,20,40.87,33.36,24.35,59.95,54.29,31.77,56.22,20,46.36,81.56,67.74,71.35,30.8,47.71,20,61.29,54.74,63.64,42.37,74.74,59.16,31.3,48.93,64.63,99,20,78.58,36.23,75.16,76.9,89.43,81.52,2
324.67,245.08,960.65,741.63,1107.69,823.43,1508,740.24,801.53,959.33,875.71,1736.37,1278.2,301.63,942.49,1606.38,1384.83,1576.87,634.23,618.53,1124.98,1556.36,1012.53,1093.47,698.06,584.74,1598.69,1273.84,1184.04,1380.06,1456.37,1255.28,1298.58,1343.55,1885.82,1264.78,1794.56,534.98,1721.33,1276.57,1426,1148.29,1522.01,1637.14,1670.78,1228.05,1203.67,1466.42,1672.2,1546.26,1522.34,1794.56,953.36,785.81,1206,896.7,1004.86,1413.89,991.36,1111.84,931.55,1069.03,881.27,756.34,1326.58,434.46,1364.82,1506.85,975.62,914.11,842.97,984.95,463.98,881.62,1630.34,763.01,1278.93,1185.72,928.44,912.7,850.79,891.77,677.8,950.54,821.02,1281.89,683.68,1264.08,800.77,1171.57,1082.73,901.7,1016.43,1004.96,698.22,728.37,929.45,769.06,1454.84,626.67,975.7,742.35,919.18,0
571.93,330.56,330.13,417.23,359.6,427.61,346.68,370.66,556.41,416.42,813.53,344.22,724.14,709.8,341.13,224.05,245.61,321.63,559.32,340.19,509.99,194.41,552.1,426.98,496.86,668.56,198.52,391.72,238.75,182.47,223.25,261.14,264.95,259.2,201.14,126.96,185.61,172.02,257.79,157.95,287,280.28,237.69,221.82,157.82,214.15,109.17,226.61,208.18,175.1,162.74,185.61,245.12,845.33,637.07,229.11,540.69,2799.56,689.69,560.16,293.71,813.54,127.67,231.13,1834.5,757.34,1201.64,192.2,1196.8,211.53,4019.67,3748.38,1105.87,286.1,824.64,683.06,480.59,382.52,1791.01,457.38,249.7,192.1,125.8,322.32,122.26,243.03,215.56,194.09,293.79,229.87,255.97,164.22,601.64,296.5,170.39,162.65,168.57,244.57,175.42,228.41,64.41,56.73,142.42,0
54.83,20,118.97,54.42,32.87,35.09,902.65,36.74,976.15,104.1,123.33,34.86,175.18,120.65,41.91,87.36,565.43,75.55,39.95,227.53,35.36,20,130.48,89.95,615.94,20,68.09,89.62,79.58,183.52,223.25,152.25,118.34,102.56,182.5,76.56,88.9,45.93,122.22,113.96,137,131.9,142.81,147.22,160.65,176.25,172.22,202.11,120.48,334.89,95.79,88.9,225.3,11133.55,8871.5,93.82,372.54,11061.03,3730.7,210.72,897.93,1648.13,4197.73,3250.58,8380.69,106.64,10958.12,7911.72,5270.96,233.11,12534.47,10453.59,5504.08,211.02,3575.18,10937.8,2513.19,1474.88,14916.82,2680.41,74.51,304.33,81.67,133.45,69.58,78.15,126.8,166.22,84.85,286.01,75.67,157.08,438.27,89.05,405.42,502.08,53.43,447.88,23.83,83.95,141.31,79.81,124.62,2
55.9,37.5,176.47,94.97,20,219.29,176.02,20,279.83,205.97,140.94,20,182.31,20,20,20,492.27,87.42,20,361.18,116.78,34.56,115.38,259.01,114.98,20,20,20,20,20.97,66.11,38.31,20,35.43,39.25,27.14,20,36.03,25.68,20,35,20,21.97,35.33,23.63,105.18,89.4,63.87,20,44.01,31.93,20,90.75,1264.97,5560.18,20,966.6,3601.38,500.53,131.3,1262.84,341.65,1734.92,252.77,6296.36,20,6500.7,2279.6,4052.95,547.17,8831.06,2874.09,1343.42,20,1537.78,11121.39,204.55,275.1,5847.53,292.56,181.23,1257.78,1334,365.44,1176.86,121.04,1109.52,707.69,353.19,2491.44,120.51,598.75,753.27,571.47,592.45,1726.47,58.95,1666.78,20,812.14,887.27,152.89,728.97,1
363.37,243.34,381.68,513.27,560.82,291.65,269.4,306.9,136.66,657.09,509.88,846.4,151.75,20,244.64,199.38,583.19,586.07,259.68,494.83,1042.48,395.3,288.99,400.97,232,409.01,528.42,507.52,480.41,641.79,514.52,435.57,446.12,421.43,537.69,421.59,578.32,334.14,375.9,250.92,450,420.91,624.18,549.64,324.14,402.72,452.67,384.98,490.58,549.23,615.94,578.32,216.96,184.6,355.19,92.83,337.3,288.03,137.74,334.61,318.43,559.06,320.12,458.33,185.82,546.04,383.73,380.43,523.16,723.09,375.14,188.42,261.81,353.05,353.42,209.26,630.53,403.61,253.21,253.41,280.91,583.39,313.55,276.13,285.27,476.54,686.85,504.64,226.97,376.05,391.43,129.54,574.25,309.22,387.79,422.27,473.48,432.16,533.88,421.69,232.63,386.56,232.37,0
575.15,156.99,506.6,507.94,664.41,300.43,598.91,515.47,480.48,107.46,187.58,469.5,755.72,20,364.52,3583.78,980.35,700.47,135.84,669.34,842.12,443.9,552.1,502.84,245.35,227.23,743.24,822.71,805.54,888.23,905.44,752.16,929.95,563.15,866.38,1058.34,590.04,1549.99,975.7,690.77,821,648.82,868.86,678.21,895.87,614.02,683.24,754.21,699.72,790.35,810.61,590.04,457.9,277.41,545.18,256.76,323.21,91.47,91.18,840.76,270.96,586.11,538.29,1239.25,809.37,95.78,434.17,678.63,378.73,530.98,581.25,620.08,346.72,323.63,214.57,204.32,347.54,355.42,44.26,300.8,275.88,263.89,454.37,23.61,263.4,51.47,370.9,339.41,60.46,226.69,246.63,361.09,672.08,559.73,370.16,444.5,371.23,330.02,558.67,600.32,142.27,563.5,633.4,1
32.68333,64.52,85.92,59.57333,23.96,125.36,129.51333,89.33333,68.69333,35.44667,64.35667,85.09667,89.50333,266.55,146.37,134.29333,77.73667,46.24333,27.31,28.76,27.38,28.81333,41.53333,47.68667,62.61,31.58,59.09333,69.43667,74.40667,65.39,31.9,58.14333,63.21667,56.70667,70.44333,21.73333,97.69,106.63667,53.04667,40.65333,29.66667,78.76,65.91333,59.34,63.36667,72.99333,51.13333,43.75,90.91667,48.16333,69.49667,97.69,38.30333,50.37667,23.87667,82.29667,66.45333,64.54667,118.21667,76.90667,43,36.71,79.07667,50.59667,44.17667,106.64,62.30333,46.62333,34.27333,89.41,165.03333,66.46,99.66333,177.20333,60.30333,105.79,101.94333,71.95333,190.08,77.26,42.53333,52.50333,81.67,111.02667,89.16667,81.00667,122.57333,112.47333,84.09333,114.40333,84.51667,86.36,90.00333,97.99667,140.36333,103.38,68.16667,222.30333,82.62667,102.97667,92.48,77.50667,150.65,1
168.78,83.73,20,159,68.73,20,20,20,28.2,98.51,108.82,57.73,62.13,179.7,20,115.11,59.57,228.81,101.88,151.32,142.5,132.85,105.67,50.93,54.41,64.63,20,55.38,66,54.53,20,47.39,64.93,20,73.59,28.11,51.78,31.52,83.19,20,50,34.91,78.9,60.85,20,20,32,20,25.06,20,22.66,51.78,20,20,51.63,51.35,118.81,20,64.02,45.53,20,20,20,28.52,58.84,119.48,128.57,89.16,43.43,56.12,20,76.76,32.35,32.46,126.22,128.32,56.6,66.26,99.84,78.29,96.66,63.7,26.29,51.33,20,196.33,87.7,35.83,78.49,132.41,76.6,20,20,20,20,20,163.05,32.41,57.2,20,20,62.5,20,1
374.12,62.8,130.86,237.96,157.39,174.33,93.38,169.66,111.72,153.36,271.52,191.72,204.72,100.12,154,128.47,158.86,222.34,266.68,184.46,181.07,135.01,239.39,78.03,204.29,156.54,226.33,188.31,186.34,228.61,158.09,227.87,181.17,203.26,168.76,208.37,176.82,248.57,209.52,148.95,190,250.22,352.54,189.43,192.78,204.67,177.87,142.62,159.99,274.61,231.75,176.82,141.86,223.94,445.02,212.32,278.91,161.53,165.87,202.25,121.64,135.26,67.64,113.11,122.85,115.53,177.03,141.67,193.91,734.96,74.16,93.71,172.86,155.22,248.23,153,178.73,170.68,108.08,168.94,300.04,76.84,246.9,255.6,551.65,227.78,211.34,276.7,282.13,223.51,165.35,215.23,94.89,193.75,155.7,333.37,220.16,254.39,314.61,286.98,207.64,239.44,142.42,2
686.96,733.5,1035.01,687.21,294.85,655.67,568.85,404.16,560.75,598.88,571.03,567.53,616.18,1324.61,729.04,351.49,362.67,800.85,590.28,378.85,483.2,365.06,544.55,337.03,642.63,451.43,160.16,259.8,365.89,386.96,286.48,363.98,349.78,346.84,172.69,215.16,319.44,677.28,232.11,203.93,99,701.19,337.56,156.06,179.55,294.69,175.05,373.61,319.98,217.2,231.75,319.44,486.07,227.98,464.64,440.45,276.89,499.19,516.05,532.62,317.44,236.45,166.73,458.33,256.03,711.92,439.12,218.94,380.75,436.01,610.69,466.55,432.64,654.37,355.52,558.69,292.92,352.4,863.59,365.7,832.67,847.28,477.84,1049.09,283.28,1170.38,863.31,518.57,967.29,1136.62,496.06,412.09,620.23,193.75,269.3,421.26,632.84,303.5,331.77,199.13,294.15,236.55,204.26,0
24.8,37.48333,29.85667,20,20,70.26,39.80667,30.62333,29.08333,32.73667,27.05,25.31667,24.53667,186.36333,20,23.61,33.54,29.16333,27.65,22.86667,20,20,25.91333,20,30.78333,20,20,25.75333,29.83333,22.07333,20,21.06333,25.9,33.84667,20.53,32.71667,26.03333,46.59667,282.6,22.66333,21,21.09333,387.49333,27.07333,20.26333,30.07333,23.37333,28.20667,35.5,22.58333,20,26.03333,20,23.42,20,20,20,21.11667,33.38,27.80333,20,20,25.4,20,22.28,20,20,20,20,20,28.6,20,22.76667,39.71,31.21333,20,20,26.05,38.72333,20,27.47667,25.46667,20,35.91667,20,36.52333,38.34,29.26,55.75667,45.11333,22.67667,20,22.79,29.31667,138.54,27.88,42.81,21.51667,20,20,21.66333,27.43667,20,2
30.1,48.84,211.17,126.98,49.81,82.23,130.94,149.13,114.97,157.84,33.16,53.38,20,242.59,40.94,23.64,133.78,158.66,184.78,20,143.57,595.11,42.05,112.71,182.73,29.29,2691.98,202.4,235.84,396.4,684.11,231.9,767.63,213.51,314.96,197.71,148.49,138.7,153.03,527.82,274,305.5,246.68,331.75,186.17,303.22,124.23,556.47,177.34,187.54,152.44,148.49,307.7,1732.02,3467.24,139.25,407.79,296.79,129.01,124.95,980.01,1082.05,51.45,593.07,445.98,93.8,764.5,20,1113.98,615.16,1082.89,223.31,330.55,130.87,47.33,1880.38,538.19,123.49,1108.57,127.74,136.93,545.98,662.78,113.94,676.89,101.03,61.29,642.99,92.27,1430.04,81.27,221.35,270,78.28,231.11,252.56,69.09,29.47,27.65,169.85,150.92,252.9,495.66,0
537.53,77.62,140.78,93.9,20,187.49,484.06,20,207.16,129.85,191.72,130.72,308.6,770.12,184.21,234.33,155.73,155.42,187.77,304.85,71.78,83.16,407.6,156.05,223.79,82.81,4151.61,4600.93,2790.26,3729.09,2320.61,3334.29,2433.78,4165.84,1727.86,2754.4,1704.68,114.38,3911,3012.99,2939,3468.14,2796.34,2637.28,5436.66,1186.35,3779.47,3176.08,3710.65,2613.13,5464.14,1704.68,128.3,167.45,239.55,458.23,129.89,130.39,225.04,68.83,224.48,268.51,274.39,194.74,117.69,267.59,294.72,62.41,117.15,35.61,114.5,270.16,120.29,311.46,251.39,130.29,296.9,338.35,403.49,221.48,398.71,157.73,93.88,305.9,63.61,133.43,227.19,101.52,308.64,145.12,59.79,129.54,139.89,103.73,100.86,115.17,64.48,166.97,95.34,80.04,28.84,46.16,79.64,0
