BR_BR8T,BR_BR10T,BR_BR14T,BR_BR16T,BR_BR18T,BR_BR20T,BR_BR6T,BR_BR15T,BR_BR21T,BR_BR29T,BR_BR31T,BR_BR32T,BR_U1,BR_U16,BR_UX6,BR_UX8,BR_UX19,BR_B24T,BR_B46T,BR_B30T,BR_B34T,BR_B36T,BR_B37T,BR_B38T,BR_B39T,BR_B41T,PR_PR28T,PR_PR13BT,PR_PR8T,PR_PR21T,PR_PR27T,PR_PR9T,PR_PR7T,PR_PR19T,PR_PR5T,PR_PR24T,PR_U38,PR_U41,PR_PR4,PR_PR3,PR_PR1,PR_PR10,PR_PR22,PR_PR12,PR_PR31,PR_PR30,PR_PR26,PR_PR16,PR_PR23,PR_PR4,PR_PR11,PR_PR17,LU_A_LU_A31T,LU_A_LU_A34T,LU_A_LU_A39T,LU_A_LU_A8T,LU_A_LU_A20T,LU_A_LU_A5T,LU_A_LU_A6T,LU_A_LU_A17T,LU_A_LU_A18T,LU_S_LU_S20T,LU_S_LU_S24T,LU_S_LU_S25T,LU_S_LU_S12T,LU_S_LU_S13T,LU_S_LU_S14T,LU_S_LU_S44T,LU_S_LU_S7T,LUA_U17,LUA_UX4,LUA_LU40T,LUA_LU44T,LUA_LU33T,LUS_U2,LUS_U50,LUS_LU41T,LUS_LU30T,LUS_LU26T,LUS_LU36T,CO_CO7T,CO_CO9T,CO_CO42T,CO_CO15T,CO_CO40T,CO_CO27T,CO_CO30T,CO_CO32T,CO_CO88T,CO_CO24T,CO_CO8T,CO_U6,CO_U12,CO_CO14T,CO_CO21T,CO_CO23T,CO_CO5T,CO_CO43T,CO_CO70T,CO_CO49T,CO_CO51T,CO_CO56T,CO_CO61T
10068,16000,11645,12283,69,1625,850,3248,1371,1747,2699,371,121,1000,1126,2031,51,216,806,240,188,1271,229,554,554,582,294,112,218,115,503,166,10068,16000,11645,12283,69,1625,850,3248,1371,1747,2699,371,121,1000,1126,2031,51,216,806,240,188,1271,229,554,554,582,294,112,218,115,503,166,10068,16000,11645,12283,69,1625,850,3248,1371,1747,2699,371,121,1000,1126,2031,51,216,806,240,188,1271,229,554,554,582,294,112,218,115,503,166,10068,16000,11645,12283,69,1625,850
413.5,1364,1983.5,1023.9,400.5,144.5,91.25,459.5,146,85,69,380,328.5,299,1794,2501,520,640.65,1537.5,249.5,238.6,466.5,270.5,287.5,520,389.5,481.5,39.5,26,160,279,329.35,413.5,1364,1983.5,1023.9,400.5,144.5,91.25,459.5,146,85,69,380,328.5,299,1794,2501,520,640.65,1537.5,249.5,238.6,466.5,270.5,287.5,520,389.5,481.5,39.5,26,160,279,329.35,413.5,1364,1983.5,1023.9,400.5,144.5,91.25,459.5,146,85,69,380,328.5,299,1794,2501,520,640.65,1537.5,249.5,238.6,466.5,270.5,287.5,520,389.5,481.5,39.5,26,160,279,329.35,413.5,1364,1983.5,1023.9,400.5,144.5,91.25
20,20,38,20,20,20,20,20,20,31,36,22,20,20,20,102,67,20,50,20,20,139,20,20,41,31,20,20,20,20,36,20,20,20,38,20,20,20,20,20,20,31,36,22,20,20,20,102,67,20,50,20,20,139,20,20,41,31,20,20,20,20,36,20,20,20,38,20,20,20,20,20,20,31,36,22,20,20,20,102,67,20,50,20,20,139,20,20,41,31,20,20,20,20,36,20,20,20,38,20,20,20,20
920,823,1233,555.3,22,1373,988.8,3198,1299,658,2632,762,669,730,1770,2693,2468,1812.9,9499,100,89.2,1713,528,860,1226,918,1375,264,289.2,412,4415,824,920,823,1233,555.3,22,1373,988.8,3198,1299,658,2632,762,669,730,1770,2693,2468,1812.9,9499,100,89.2,1713,528,860,1226,918,1375,264,289.2,412,4415,824,920,823,1233,555.3,22,1373,988.8,3198,1299,658,2632,762,669,730,1770,2693,2468,1812.9,9499,100,89.2,1713,528,860,1226,918,1375,264,289.2,412,4415,824,920,823,1233,555.3,22,1373,988.8
1596,3091,2280,1779,279,594,1082,1564,833,1172,1005,89,176,332,1460,5074,445,1588,2198,20,20,2251,1144,2262,1548,1318,2085,394,567,713,1842,1069,1596,3091,2280,1779,279,594,1082,1564,833,1172,1005,89,176,332,1460,5074,445,1588,2198,20,20,2251,1144,2262,1548,1318,2085,394,567,713,1842,1069,1596,3091,2280,1779,279,594,1082,1564,833,1172,1005,89,176,332,1460,5074,445,1588,2198,20,20,2251,1144,2262,1548,1318,2085,394,567,713,1842,1069,1596,3091,2280,1779,279,594,1082
196,392,296,83,29,163,285,198,113,295,353,20,45,100,75,381,25,41,76,20,20,322,23,91,257,136,136,20,20,20,114,163,196,392,296,83,29,163,285,198,113,295,353,20,45,100,75,381,25,41,76,20,20,322,23,91,257,136,136,20,20,20,114,163,196,392,296,83,29,163,285,198,113,295,353,20,45,100,75,381,25,41,76,20,20,322,23,91,257,136,136,20,20,20,114,163,196,392,296,83,29,163,285
133,322,489,75,20,139,280.5,510,120,262,347,106,110,116,165,396,165,42.4,673,38,20,351,20,50,233,76,25,20,39.3,66,156,201.4,133,322,489,75,20,139,280.5,510,120,262,347,106,110,116,165,396,165,42.4,673,38,20,351,20,50,233,76,25,20,39.3,66,156,201.4,133,322,489,75,20,139,280.5,510,120,262,347,106,110,116,165,396,165,42.4,673,38,20,351,20,50,233,76,25,20,39.3,66,156,201.4,133,322,489,75,20,139,280.5
72,237,177,68.05,20,83.5,167.55,141,60.5,77,171,91,23,21,131,155.5,105,32.85,127.5,36.5,21.75,303,45,20,38,53.5,58.5,94.5,32.9,45,65,32,72,237,177,68.05,20,83.5,167.55,141,60.5,77,171,91,23,21,131,155.5,105,32.85,127.5,36.5,21.75,303,45,20,38,53.5,58.5,94.5,32.9,45,65,32,72,237,177,68.05,20,83.5,167.55,141,60.5,77,171,91,23,21,131,155.5,105,32.85,127.5,36.5,21.75,303,45,20,38,53.5,58.5,94.5,32.9,45,65,32,72,237,177,68.05,20,83.5,167.55
514,1067,787,419,325,357,512,419,593,845,647,20,20,280,616,1769,247,433,887,84,56,859,406,774,370,312,529,301,161,405,570,350,514,1067,787,419,325,357,512,419,593,845,647,20,20,280,616,1769,247,433,887,84,56,859,406,774,370,312,529,301,161,405,570,350,514,1067,787,419,325,357,512,419,593,845,647,20,20,280,616,1769,247,433,887,84,56,859,406,774,370,312,529,301,161,405,570,350,514,1067,787,419,325,357,512
260,312,199,20,20,87,20,206,20,111,173,20,20,20,400,323,92,206,452,20,20,343,20,82,299,100,199,20,20,20,38,126.4,260,312,199,20,20,87,20,206,20,111,173,20,20,20,400,323,92,206,452,20,20,343,20,82,299,100,199,20,20,20,38,126.4,260,312,199,20,20,87,20,206,20,111,173,20,20,20,400,323,92,206,452,20,20,343,20,82,299,100,199,20,20,20,38,126.4,260,312,199,20,20,87,20
74,72,107,46,20,178,244,126,20,205,237,20,20,67,94,188,35,20,142,20,20,110,60,159,80,43,85,20,20,20,64,59,74,72,107,46,20,178,244,126,20,205,237,20,20,67,94,188,35,20,142,20,20,110,60,159,80,43,85,20,20,20,64,59,74,72,107,46,20,178,244,126,20,205,237,20,20,67,94,188,35,20,142,20,20,110,60,159,80,43,85,20,20,20,64,59,74,72,107,46,20,178,244
1275,1637,1495,1150,37,253,390,740,235,350,276,158,115,203,2737,7108,1634,1605,3928,157,137,801,64,375,482,231,458,114,277,216,264,319,1275,1637,1495,1150,37,253,390,740,235,350,276,158,115,203,2737,7108,1634,1605,3928,157,137,801,64,375,482,231,458,114,277,216,264,319,1275,1637,1495,1150,37,253,390,740,235,350,276,158,115,203,2737,7108,1634,1605,3928,157,137,801,64,375,482,231,458,114,277,216,264,319,1275,1637,1495,1150,37,253,390
518,203,434,289,110,310,442,494,577,623,458,394,98,302,912,835,478,453,582,568,267,531,260,484,240,251,261,221,508,508,264,185,518,203,434,289,110,310,442,494,577,623,458,394,98,302,912,835,478,453,582,568,267,531,260,484,240,251,261,221,508,508,264,185,518,203,434,289,110,310,442,494,577,623,458,394,98,302,912,835,478,453,582,568,267,531,260,484,240,251,261,221,508,508,264,185,518,203,434,289,110,310,442
43,20,57,20,20,20,36,20,20,20,20,54,20,20,34,20,20,20,20,20,20,20,20,123,20,20,20,45,20,20,20,20,43,20,57,20,20,20,36,20,20,20,20,54,20,20,34,20,20,20,20,20,20,20,20,123,20,20,20,45,20,20,20,20,43,20,57,20,20,20,36,20,20,20,20,54,20,20,34,20,20,20,20,20,20,20,20,123,20,20,20,45,20,20,20,20,43,20,57,20,20,20,36
159,273,146,91,49,124,163,161,133,195,95,288,161,150,460,434,116,134,250,126,42,97,141,188,280,60,195,149,114,192,98,98,159,273,146,91,49,124,163,161,133,195,95,288,161,150,460,434,116,134,250,126,42,97,141,188,280,60,195,149,114,192,98,98,159,273,146,91,49,124,163,161,133,195,95,288,161,150,460,434,116,134,250,126,42,97,141,188,280,60,195,149,114,192,98,98,159,273,146,91,49,124,163
470,256,355,263,127,143,281,343,294,232,296,131,37,194,483,540,248,267,389,261,140,306,163,331,379,281,204,218,312,227,251,151,470,256,355,263,127,143,281,343,294,232,296,131,37,194,483,540,248,267,389,261,140,306,163,331,379,281,204,218,312,227,251,151,470,256,355,263,127,143,281,343,294,232,296,131,37,194,483,540,248,267,389,261,140,306,163,331,379,281,204,218,312,227,251,151,470,256,355,263,127,143,281
32.66667,42.33333,57.33333,20,72.66667,249.66667,615.46667,833,526.66667,836,1244,469.66667,35,439.66667,20,22.66667,20,20,22.33333,20,20,28.33333,20,20,20,20,20,20,20,20,884,20,32.66667,42.33333,57.33333,20,72.66667,249.66667,615.46667,833,526.66667,836,1244,469.66667,35,439.66667,20,22.66667,20,20,22.33333,20,20,28.33333,20,20,20,20,20,20,20,20,884,20,32.66667,42.33333,57.33333,20,72.66667,249.66667,615.46667,833,526.66667,836,1244,469.66667,35,439.66667,20,22.66667,20,20,22.33333,20,20,28.33333,20,20,20,20,20,20,20,20,884,20,32.66667,42.33333,57.33333,20,72.66667,249.66667,615.46667
352,439.5,496,290,213,420,457.5,677,637.5,624.5,486,131.5,129.5,303.5,800,885.5,286.5,598.5,841.5,221.5,65.5,790,535.5,1170,558.5,409,772.5,263.5,349,327,535,329,352,439.5,496,290,213,420,457.5,677,637.5,624.5,486,131.5,129.5,303.5,800,885.5,286.5,598.5,841.5,221.5,65.5,790,535.5,1170,558.5,409,772.5,263.5,349,327,535,329,352,439.5,496,290,213,420,457.5,677,637.5,624.5,486,131.5,129.5,303.5,800,885.5,286.5,598.5,841.5,221.5,65.5,790,535.5,1170,558.5,409,772.5,263.5,349,327,535,329,352,439.5,496,290,213,420,457.5
20,20,20,62.9,20,20,20,249,20,20,20,20,20,20,103,169,88,20,20,20,20,20,60,35,20,80,148,119,20,20,20,20,20,20,20,62.9,20,20,20,249,20,20,20,20,20,20,103,169,88,20,20,20,20,20,60,35,20,80,148,119,20,20,20,20,20,20,20,62.9,20,20,20,249,20,20,20,20,20,20,103,169,88,20,20,20,20,20,60,35,20,80,148,119,20,20,20,20,20,20,20,62.9,20,20,20
257,452,497,339,37,302,460,432,281,416,593,164,147,210,404,776,148,180,410,101,59,479,101,406,531,293,178,40,132,129,265,98,257,452,497,339,37,302,460,432,281,416,593,164,147,210,404,776,148,180,410,101,59,479,101,406,531,293,178,40,132,129,265,98,257,452,497,339,37,302,460,432,281,416,593,164,147,210,404,776,148,180,410,101,59,479,101,406,531,293,178,40,132,129,265,98,257,452,497,339,37,302,460
175,166,375,121,167,104,203,133,62,262,156,916,83,276,301,573,30,258,315,107,154,331,70,51,175,62,174,157,20,20,158,225,175,166,375,121,167,104,203,133,62,262,156,916,83,276,301,573,30,258,315,107,154,331,70,51,175,62,174,157,20,20,158,225,175,166,375,121,167,104,203,133,62,262,156,916,83,276,301,573,30,258,315,107,154,331,70,51,175,62,174,157,20,20,158,225,175,166,375,121,167,104,203
46,555,54,261,20,20,20,20,20,20,20,20,20,20,20,154,20,20,20,20,20,20,20,44,44,20,83,20,20,20,20,69,46,555,54,261,20,20,20,20,20,20,20,20,20,20,20,154,20,20,20,20,20,20,20,44,44,20,83,20,20,20,20,69,46,555,54,261,20,20,20,20,20,20,20,20,20,20,20,154,20,20,20,20,20,20,20,44,44,20,83,20,20,20,20,69,46,555,54,261,20,20,20
1321,1694,2082,1383,428,1294,2568,1075,1774,3245,3218,1069,422,1133,2426,3783,572,1221,2035,321,117,2177,529,2296,2476,1582,1639,345,657,543,1242,697,1321,1694,2082,1383,428,1294,2568,1075,1774,3245,3218,1069,422,1133,2426,3783,572,1221,2035,321,117,2177,529,2296,2476,1582,1639,345,657,543,1242,697,1321,1694,2082,1383,428,1294,2568,1075,1774,3245,3218,1069,422,1133,2426,3783,572,1221,2035,321,117,2177,529,2296,2476,1582,1639,345,657,543,1242,697,1321,1694,2082,1383,428,1294,2568
1023,2103,2066,1239,269,1013,1449,1110,1189,1301,1825,659,577,959,1702,3057,996,1073,1757,553,227,2760,737,2776,1963,1237,1983,482,588,709,1133,910,1023,2103,2066,1239,269,1013,1449,1110,1189,1301,1825,659,577,959,1702,3057,996,1073,1757,553,227,2760,737,2776,1963,1237,1983,482,588,709,1133,910,1023,2103,2066,1239,269,1013,1449,1110,1189,1301,1825,659,577,959,1702,3057,996,1073,1757,553,227,2760,737,2776,1963,1237,1983,482,588,709,1133,910,1023,2103,2066,1239,269,1013,1449
1003,1351,1455,617,76,661,1481,899,505,1345,1961,210,254,327,960,2811,399,105,839,20,20,1654,113,1003,1302,795,623,26,248,185,538,518,1003,1351,1455,617,76,661,1481,899,505,1345,1961,210,254,327,960,2811,399,105,839,20,20,1654,113,1003,1302,795,623,26,248,185,538,518,1003,1351,1455,617,76,661,1481,899,505,1345,1961,210,254,327,960,2811,399,105,839,20,20,1654,113,1003,1302,795,623,26,248,185,538,518,1003,1351,1455,617,76,661,1481
225.5,106.5,189.5,134,21.5,117,141.5,186.5,122,135.5,129,85,20,120.5,221.5,297,85,139,205.5,131,113,203,102.5,177,288.5,198.5,137,104.5,159,105.5,185,119,225.5,106.5,189.5,134,21.5,117,141.5,186.5,122,135.5,129,85,20,120.5,221.5,297,85,139,205.5,131,113,203,102.5,177,288.5,198.5,137,104.5,159,105.5,185,119,225.5,106.5,189.5,134,21.5,117,141.5,186.5,122,135.5,129,85,20,120.5,221.5,297,85,139,205.5,131,113,203,102.5,177,288.5,198.5,137,104.5,159,105.5,185,119,225.5,106.5,189.5,134,21.5,117,141.5
443,895,566,161,20,76,338,169,190,674,739,20,41,282,184,807,120,88,210,34,20,678,87,377,429,144,282,20,20,20,213,185,443,895,566,161,20,76,338,169,190,674,739,20,41,282,184,807,120,88,210,34,20,678,87,377,429,144,282,20,20,20,213,185,443,895,566,161,20,76,338,169,190,674,739,20,41,282,184,807,120,88,210,34,20,678,87,377,429,144,282,20,20,20,213,185,443,895,566,161,20,76,338
354,1204,1173.5,232.55,87.5,349.5,703.75,524.5,55,560,997.5,147.5,170.5,166,51,871.5,368.5,333.8,957,20,20,1321.5,421,518,1178.5,481,925.5,118,180.25,378.5,186.5,621.45,354,1204,1173.5,232.55,87.5,349.5,703.75,524.5,55,560,997.5,147.5,170.5,166,51,871.5,368.5,333.8,957,20,20,1321.5,421,518,1178.5,481,925.5,118,180.25,378.5,186.5,621.45,354,1204,1173.5,232.55,87.5,349.5,703.75,524.5,55,560,997.5,147.5,170.5,166,51,871.5,368.5,333.8,957,20,20,1321.5,421,518,1178.5,481,925.5,118,180.25,378.5,186.5,621.45,354,1204,1173.5,232.55,87.5,349.5,703.75
120,320,186,26.8,23,97,400.5,315,33,106,478,149,105,20,48,216,146,49.9,340,20,20,165,68,44,188,31,46,20,29.1,43,55,102.4,120,320,186,26.8,23,97,400.5,315,33,106,478,149,105,20,48,216,146,49.9,340,20,20,165,68,44,188,31,46,20,29.1,43,55,102.4,120,320,186,26.8,23,97,400.5,315,33,106,478,149,105,20,48,216,146,49.9,340,20,20,165,68,44,188,31,46,20,29.1,43,55,102.4,120,320,186,26.8,23,97,400.5
739,2016,1616,451.4,179,691,1403.1,1250,328,700,1385,766,474,331,643,1373,748,481.2,1420,208,86.2,1589,308,482,1369,534,811,208,255.3,416,918,1138,739,2016,1616,451.4,179,691,1403.1,1250,328,700,1385,766,474,331,643,1373,748,481.2,1420,208,86.2,1589,308,482,1369,534,811,208,255.3,416,918,1138,739,2016,1616,451.4,179,691,1403.1,1250,328,700,1385,766,474,331,643,1373,748,481.2,1420,208,86.2,1589,308,482,1369,534,811,208,255.3,416,918,1138,739,2016,1616,451.4,179,691,1403.1
343.5,340,333.5,159.6,46,165,365.5,327,78,186.5,183.5,389.5,137,69,314.5,402,233,105.85,327,84.5,42.55,498.5,58.5,164,354.5,381.5,266,74,130.15,381.5,136,124.6,343.5,340,333.5,159.6,46,165,365.5,327,78,186.5,183.5,389.5,137,69,314.5,402,233,105.85,327,84.5,42.55,498.5,58.5,164,354.5,381.5,266,74,130.15,381.5,136,124.6,343.5,340,333.5,159.6,46,165,365.5,327,78,186.5,183.5,389.5,137,69,314.5,402,233,105.85,327,84.5,42.55,498.5,58.5,164,354.5,381.5,266,74,130.15,381.5,136,124.6,343.5,340,333.5,159.6,46,165,365.5
766,548,967,514,174,578,792,685,556,812,927,442,42,455,512,936,212,363,569,129,119,833,245,619,571,452,472,191,172,231,405,333,766,548,967,514,174,578,792,685,556,812,927,442,42,455,512,936,212,363,569,129,119,833,245,619,571,452,472,191,172,231,405,333,766,548,967,514,174,578,792,685,556,812,927,442,42,455,512,936,212,363,569,129,119,833,245,619,571,452,472,191,172,231,405,333,766,548,967,514,174,578,792
667,451,871,352,20,172,465,388,707,424,256,20,146,508,542,1703,172,286,453,191,350,611,222,536,180,151,354,26,203,147,269,258,667,451,871,352,20,172,465,388,707,424,256,20,146,508,542,1703,172,286,453,191,350,611,222,536,180,151,354,26,203,147,269,258,667,451,871,352,20,172,465,388,707,424,256,20,146,508,542,1703,172,286,453,191,350,611,222,536,180,151,354,26,203,147,269,258,667,451,871,352,20,172,465
26,42,62,51,24,118,176,113,94,131,249,47,34,157,29,20,20,20,20,41,53,20,45,20,23,37,52,20,52,36,20,34,26,42,62,51,24,118,176,113,94,131,249,47,34,157,29,20,20,20,20,41,53,20,45,20,23,37,52,20,52,36,20,34,26,42,62,51,24,118,176,113,94,131,249,47,34,157,29,20,20,20,20,41,53,20,45,20,23,37,52,20,52,36,20,34,26,42,62,51,24,118,176
2177,2173,1867,1279.4,20,1220,1857.4,2567,1344,1011,679,266,1475,404,952,2595,674,631.4,2234,52,71.7,2788,714,1601,3017,1812,1439,553,937.8,962,2354,1789.2,2177,2173,1867,1279.4,20,1220,1857.4,2567,1344,1011,679,266,1475,404,952,2595,674,631.4,2234,52,71.7,2788,714,1601,3017,1812,1439,553,937.8,962,2354,1789.2,2177,2173,1867,1279.4,20,1220,1857.4,2567,1344,1011,679,266,1475,404,952,2595,674,631.4,2234,52,71.7,2788,714,1601,3017,1812,1439,553,937.8,962,2354,1789.2,2177,2173,1867,1279.4,20,1220,1857.4
832,1142,1172,819,115,670,771,1130,1049,1128,1062,288,416,742,1238,2389,248,525,810,308,140,1545,466,1140,910,528,528,148,275,227,289,452,832,1142,1172,819,115,670,771,1130,1049,1128,1062,288,416,742,1238,2389,248,525,810,308,140,1545,466,1140,910,528,528,148,275,227,289,452,832,1142,1172,819,115,670,771,1130,1049,1128,1062,288,416,742,1238,2389,248,525,810,308,140,1545,466,1140,910,528,528,148,275,227,289,452,832,1142,1172,819,115,670,771
56,74,143,79,20,91,51,100,20,20,25,20,20,20,20,236,20,20,83,20,20,20,20,146,42,104,48,20,20,20,61,31,56,74,143,79,20,91,51,100,20,20,25,20,20,20,20,236,20,20,83,20,20,20,20,146,42,104,48,20,20,20,61,31,56,74,143,79,20,91,51,100,20,20,25,20,20,20,20,236,20,20,83,20,20,20,20,146,42,104,48,20,20,20,61,31,56,74,143,79,20,91,51
20,20,20,20,20,87,20,20,20,90,82,20,20,86,20,195,20,20,166,20,20,34,20,20,143,36,20,160,37.3,20,21,164.3,20,20,20,20,20,87,20,20,20,90,82,20,20,86,20,195,20,20,166,20,20,34,20,20,143,36,20,160,37.3,20,21,164.3,20,20,20,20,20,87,20,20,20,90,82,20,20,86,20,195,20,20,166,20,20,34,20,20,143,36,20,160,37.3,20,21,164.3,20,20,20,20,20,87,20
20,100,137,20,20,20,20,20,20,20,20,20,20,31,20,211,20,20,82,20,20,45,20,50,20,20,20,20,20,20,20,41,20,100,137,20,20,20,20,20,20,20,20,20,20,31,20,211,20,20,82,20,20,45,20,50,20,20,20,20,20,20,20,41,20,100,137,20,20,20,20,20,20,20,20,20,20,31,20,211,20,20,82,20,20,45,20,50,20,20,20,20,20,20,20,41,20,100,137,20,20,20,20
337,259,305,289,65,234,202,272,402,180,208,85,20,87,603,633,201,292,558,197,137,480,157,423,359,354,224,195,249,280,205,193,337,259,305,289,65,234,202,272,402,180,208,85,20,87,603,633,201,292,558,197,137,480,157,423,359,354,224,195,249,280,205,193,337,259,305,289,65,234,202,272,402,180,208,85,20,87,603,633,201,292,558,197,137,480,157,423,359,354,224,195,249,280,205,193,337,259,305,289,65,234,202
166,301,369,50.4,20,54,212.6,145,103,219,349,173,32,36,98,398,103,36.5,169,20,20,327,20,97,182,20,20,20,20,27,84,20,166,301,369,50.4,20,54,212.6,145,103,219,349,173,32,36,98,398,103,36.5,169,20,20,327,20,97,182,20,20,20,20,27,84,20,166,301,369,50.4,20,54,212.6,145,103,219,349,173,32,36,98,398,103,36.5,169,20,20,327,20,97,182,20,20,20,20,27,84,20,166,301,369,50.4,20,54,212.6
862,1525,1255,930.5,214,1500,641.6,805,349,717,1083,1366,915,183,1362,1127,658,339.4,1152,938,560.3,1122,352,426,889,320,411,424,717.7,601,1008,637.1,862,1525,1255,930.5,214,1500,641.6,805,349,717,1083,1366,915,183,1362,1127,658,339.4,1152,938,560.3,1122,352,426,889,320,411,424,717.7,601,1008,637.1,862,1525,1255,930.5,214,1500,641.6,805,349,717,1083,1366,915,183,1362,1127,658,339.4,1152,938,560.3,1122,352,426,889,320,411,424,717.7,601,1008,637.1,862,1525,1255,930.5,214,1500,641.6
1180,813,978,676,257,584,531,732,723,915,882,20,321,710,1209,2543,399,578,1370,343,223,1278,526,1578,1028,708,1439,495,452,515,693,481,1180,813,978,676,257,584,531,732,723,915,882,20,321,710,1209,2543,399,578,1370,343,223,1278,526,1578,1028,708,1439,495,452,515,693,481,1180,813,978,676,257,584,531,732,723,915,882,20,321,710,1209,2543,399,578,1370,343,223,1278,526,1578,1028,708,1439,495,452,515,693,481,1180,813,978,676,257,584,531
1200,1169,1182.5,735,264.5,627,279.5,430,683,509.5,532,275,181.5,297.5,2464,5866,701,926.5,2518.5,176.5,141,990.5,291,689,680.5,836,601,114.5,266,393,780,299.5,1200,1169,1182.5,735,264.5,627,279.5,430,683,509.5,532,275,181.5,297.5,2464,5866,701,926.5,2518.5,176.5,141,990.5,291,689,680.5,836,601,114.5,266,393,780,299.5,1200,1169,1182.5,735,264.5,627,279.5,430,683,509.5,532,275,181.5,297.5,2464,5866,701,926.5,2518.5,176.5,141,990.5,291,689,680.5,836,601,114.5,266,393,780,299.5,1200,1169,1182.5,735,264.5,627,279.5
457,411,304,397,100,181,334,282,307,252,359,257,148,168,865,1097,115,485,749,149,43,354,166,293,355,303,170,168,201,165,352,222,457,411,304,397,100,181,334,282,307,252,359,257,148,168,865,1097,115,485,749,149,43,354,166,293,355,303,170,168,201,165,352,222,457,411,304,397,100,181,334,282,307,252,359,257,148,168,865,1097,115,485,749,149,43,354,166,293,355,303,170,168,201,165,352,222,457,411,304,397,100,181,334
681,308,304,20,54,39,968.6,826,67,139,20,20,310,20,99,263,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,205.9,681,308,304,20,54,39,968.6,826,67,139,20,20,310,20,99,263,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,205.9,681,308,304,20,54,39,968.6,826,67,139,20,20,310,20,99,263,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,205.9,681,308,304,20,54,39,968.6
613,380,521,770.5,35,365,20,637,95,219,268,20,674,385,1076,808,314,391.1,1233,162,20,620,101,247,726,340,98,340,190.1,114,97,241.8,613,380,521,770.5,35,365,20,637,95,219,268,20,674,385,1076,808,314,391.1,1233,162,20,620,101,247,726,340,98,340,190.1,114,97,241.8,613,380,521,770.5,35,365,20,637,95,219,268,20,674,385,1076,808,314,391.1,1233,162,20,620,101,247,726,340,98,340,190.1,114,97,241.8,613,380,521,770.5,35,365,20
247,464,683,92,20,179,513,205,152,428,488,75,43,133,316,1144,159,116,291,48,29,440,30,231,341,137,149,20,35,26,130,74,247,464,683,92,20,179,513,205,152,428,488,75,43,133,316,1144,159,116,291,48,29,440,30,231,341,137,149,20,35,26,130,74,247,464,683,92,20,179,513,205,152,428,488,75,43,133,316,1144,159,116,291,48,29,440,30,231,341,137,149,20,35,26,130,74,247,464,683,92,20,179,513
381,277,649,254,111,318,271,466,151,223,524,20,39,389,20,629,332,229,399,374,135,430,20,1023,457,295,446,352,166,203,308,282,381,277,649,254,111,318,271,466,151,223,524,20,39,389,20,629,332,229,399,374,135,430,20,1023,457,295,446,352,166,203,308,282,381,277,649,254,111,318,271,466,151,223,524,20,39,389,20,629,332,229,399,374,135,430,20,1023,457,295,446,352,166,203,308,282,381,277,649,254,111,318,271
20,502,74,20,20,20,20,20,20,493,430,20,20,20,20,686,20,20,1434,20,20,165,164,283,442,20,20,20,20,146,20,170.4,20,502,74,20,20,20,20,20,20,493,430,20,20,20,20,686,20,20,1434,20,20,165,164,283,442,20,20,20,20,146,20,170.4,20,502,74,20,20,20,20,20,20,493,430,20,20,20,20,686,20,20,1434,20,20,165,164,283,442,20,20,20,20,146,20,170.4,20,502,74,20,20,20,20
365,942,922,279.4,32,286,549.9,764,184,503,787,370,201,102,607,1630,717,899,2301,20,68.1,1674,644,799,1404,466,1286,252,203.2,334,488,642.4,365,942,922,279.4,32,286,549.9,764,184,503,787,370,201,102,607,1630,717,899,2301,20,68.1,1674,644,799,1404,466,1286,252,203.2,334,488,642.4,365,942,922,279.4,32,286,549.9,764,184,503,787,370,201,102,607,1630,717,899,2301,20,68.1,1674,644,799,1404,466,1286,252,203.2,334,488,642.4,365,942,922,279.4,32,286,549.9
710.5,681.5,628,370.25,54,311.5,250.2,591.5,343,234,260,554,428.5,165,996,1768,420.5,886.45,1864,169.5,43,535.5,260,652.5,679,475,459,169,320.1,298,137,334.9,710.5,681.5,628,370.25,54,311.5,250.2,591.5,343,234,260,554,428.5,165,996,1768,420.5,886.45,1864,169.5,43,535.5,260,652.5,679,475,459,169,320.1,298,137,334.9,710.5,681.5,628,370.25,54,311.5,250.2,591.5,343,234,260,554,428.5,165,996,1768,420.5,886.45,1864,169.5,43,535.5,260,652.5,679,475,459,169,320.1,298,137,334.9,710.5,681.5,628,370.25,54,311.5,250.2
145,555,442,166,20,114,265,129,96,241,20,68,23,144,42,184,69,107,83,33,56,285,59,269,217,104,414,98,112,45,87,92,145,555,442,166,20,114,265,129,96,241,20,68,23,144,42,184,69,107,83,33,56,285,59,269,217,104,414,98,112,45,87,92,145,555,442,166,20,114,265,129,96,241,20,68,23,144,42,184,69,107,83,33,56,285,59,269,217,104,414,98,112,45,87,92,145,555,442,166,20,114,265
